store_id,sku,product_name,current_stock,unit_cost,unit_price,expiry_date,reorder_level,supplier_id
STORE001,MED062,Hydrocortisone 100mg,138,24.76,36.18,2027-01-02,63,SUP007
STORE001,MED063,Moisturizer 50mg,26,41.53,60.77,2026-04-23,79,SUP001
STORE001,MED064,Moisturizer 100mg,134,20.75,29.53,2027-01-29,55,SUP005
STORE001,MED065,Salbutamol 50mg,37,30.54,39.68,2027-02-01,55,SUP009
STORE001,MED066,Salbutamol 100mg,63,54.09,71.73,2026-12-19,59,SUP010
STORE001,MED067,Montelukast 50mg,115,39.79,50.55,2026-05-27,69,SUP004
STORE001,MED068,Montelukast 100mg,22,37.72,54.99,2026-04-24,38,SUP002
STORE001,MED069,Theophylline 50mg,48,35.75,51.74,2026-06-22,47,SUP003
STORE001,MED070,Theophylline 100mg,43,61.52,88.8,2026-05-03,66,SUP005
STORE001,MED071,Budesonide 50mg,94,27.75,38.89,2026-12-08,77,SUP005
STORE001,MED072,Budesonide 100mg,138,30.93,41.05,2026-03-29,48,SUP003
STORE001,MED073,Sleeping Pills 50mg,110,9.45,12.71,2026-08-04,47,SUP007
STORE001,MED074,Sleeping Pills 100mg,81,18.83,26.21,2026-06-19,46,SUP005
STORE001,MED075,Antihistamine 50mg,104,11.42,15.41,2027-01-01,66,SUP006
STORE001,MED076,Antihistamine 100mg,106,13.3,19.24,2026-07-11,44,SUP005
STORE001,MED077,Eye Drops 50mg,66,11.56,14.68,2026-04-21,47,SUP002
STORE001,MED078,Eye Drops 100mg,144,21.89,32.79,2026-05-05,30,SUP006
STORE001,MED079,Ear Drops 50mg,66,15.43,18.53,2026-07-07,72,SUP010
STORE001,MED080,Ear Drops 100mg,94,20.46,28.03,2026-12-21,40,SUP009
STORE002,MED001,Paracetamol 50mg,771,6.17,8.39,2027-02-13,228,SUP006
STORE002,MED002,Paracetamol 100mg,702,7.0,9.39,2026-08-04,194,SUP010
STORE002,MED003,Ibuprofen 50mg,759,3.66,5.14,2026-12-26,174,SUP004
STORE002,MED004,Ibuprofen 100mg,686,4.55,5.74,2026-06-07,294,SUP001
STORE002,MED005,Aspirin 50mg,240,9.69,13.02,2026-05-13,202,SUP008
STORE002,MED006,Aspirin 100mg,720,10.21,13.77,2026-06-27,181,SUP004
STORE002,MED007,Diclofenac 50mg,713,8.99,11.87,2026-12-01,207,SUP005
STORE002,MED008,Diclofenac 100mg,450,9.65,12.59,2027-02-10,171,SUP009
STORE002,MED009,Amoxicillin 50mg,31,29.5,38.02,2026-08-07,63,SUP008
STORE002,MED010,Amoxicillin 100mg,87,16.6,22.54,2026-10-30,73,SUP006
STORE002,MED011,Azithromycin 50mg,61,14.72,20.61,2026-09-09,65,SUP002
STORE002,MED012,Azithromycin 100mg,67,16.75,22.09,2026-12-30,63,SUP001
STORE002,MED013,Ciprofloxacin 50mg,87,25.3,30.37,2026-09-10,54,SUP001
STORE002,MED014,Ciprofloxacin 100mg,121,24.91,31.85,2026-06-20,44,SUP005
STORE002,MED015,Cephalexin 50mg,150,29.14,40.89,2026-06-04,79,SUP004
STORE002,MED016,Cephalexin 100mg,70,30.52,44.95,2026-12-11,55,SUP007
STORE002,MED017,Cetirizine 50mg,627,9.01,11.34,2026-08-13,169,SUP009
STORE002,MED018,Cetirizine 100mg,296,12.46,18.55,2026-12-26,260,SUP007
STORE002,MED019,Loratadine 50mg,700,10.07,14.14,2026-08-11,179,SUP004
STORE002,MED020,Loratadine 100mg,619,11.2,15.97,2026-10-20,286,SUP003
STORE002,MED021,Phenylephrine 50mg,782,8.21,11.77,2026-11-26,183,SUP005
STORE002,MED022,Phenylephrine 100mg,240,13.31,19.27,2026-10-02,233,SUP006
STORE002,MED023,Dextromethorphan 50mg,614,15.23,20.52,2026-11-05,253,SUP010
STORE002,MED024,Dextromethorphan 100mg,287,12.66,18.73,2026-05-25,241,SUP005
STORE002,MED025,Vitamin C 50mg,381,14.8,17.9,2026-12-07,282,SUP004
STORE002,MED026,Vitamin C 100mg,675,15.29,20.74,2026-09-10,218,SUP006
STORE002,MED027,Vitamin D 50mg,574,7.28,9.08,2026-07-01,158,SUP007
STORE002,MED028,Vitamin D 100mg,449,12.87,15.58,2026-05-10,224,SUP005
STORE002,MED029,Multivitamin 50mg,792,15.89,19.86,2026-04-12,158,SUP005
STORE002,MED030,Multivitamin 100mg,434,17.36,23.34,2027-01-04,191,SUP006
STORE002,MED031,Calcium 50mg,428,16.8,23.41,2026-07-07,194,SUP003
STORE002,MED032,Calcium 100mg,729,13.0,17.74,2026-09-02,286,SUP006
STORE002,MED033,Metformin 50mg,214,34.03,48.02,2026-12-07,115,SUP002
STORE002,MED034,Metformin 100mg,199,36.46,50.17,2026-10-21,115,SUP002
STORE002,MED035,Glimepiride 50mg,245,39.62,51.18,2026-05-15,92,SUP009
STORE002,MED036,Glimepiride 100mg,138,58.57,84.96,2026-10-04,150,SUP007
STORE002,MED037,Insulin 50mg,157,37.03,46.72,2027-02-18,112,SUP002
STORE002,MED038,Insulin 100mg,255,32.8,45.4,2026-11-03,96,SUP010
STORE002,MED039,Sitagliptin 50mg,210,64.7,85.0,2026-10-28,149,SUP005
STORE002,MED040,Sitagliptin 100mg,121,30.97,43.38,2026-11-20,90,SUP005
STORE002,MED041,Amlodipine 50mg,142,44.44,61.9,2026-11-30,82,SUP008
STORE002,MED042,Amlodipine 100mg,196,48.31,61.75,2026-10-10,98,SUP004
STORE002,MED043,Losartan 50mg,201,43.73,59.34,2026-11-28,85,SUP005
STORE002,MED044,Losartan 100mg,130,34.08,41.06,2026-06-09,149,SUP003
STORE002,MED045,Atenolol 50mg,134,36.42,48.98,2026-10-28,121,SUP007
STORE002,MED046,Atenolol 100mg,241,45.72,58.33,2026-11-23,104,SUP010
STORE002,MED047,Enalapril 50mg,327,18.43,24.27,2026-09-27,129,SUP007
STORE002,MED048,Enalapril 100mg,123,33.31,42.54,2026-04-14,113,SUP002
STORE002,MED049,Omeprazole 50mg,279,14.27,18.63,2027-02-09,83,SUP005
STORE002,MED050,Omeprazole 100mg,111,18.81,26.31,2026-09-24,118,SUP003
STORE002,MED051,Ranitidine 50mg,267,23.34,28.46,2026-12-05,136,SUP002
STORE002,MED052,Ranitidine 100mg,249,21.0,28.14,2026-11-21,97,SUP010
STORE002,MED053,Antacid 50mg,294,11.86,17.56,2026-07-21,143,SUP002
STORE002,MED054,Antacid 100mg,126,23.98,34.65,2026-04-20,140,SUP006
STORE002,MED055,Domperidone 50mg,293,26.46,32.98,2026-06-17,139,SUP006
STORE002,MED056,Domperidone 100mg,118,13.36,19.96,2026-12-20,141,SUP001
STORE002,MED057,Betnovate 50mg,58,14.08,18.23,2027-02-04,73,SUP003
STORE002,MED058,Betnovate 100mg,133,30.82,39.46,2026-08-28,73,SUP007
STORE002,MED059,Clotrimazole 50mg,99,16.28,24.05,2026-05-06,55,SUP006
STORE002,MED060,Clotrimazole 100mg,70,20.54,25.89,2027-02-02,51,SUP008
STORE002,MED061,Hydrocortisone 50mg,148,23.23,33.28,2026-05-12,45,SUP009
STORE002,MED062,Hydrocortisone 100mg,140,15.0,18.2,2026-08-30,73,SUP004
STORE002,MED063,Moisturizer 50mg,70,41.8,57.16,2027-01-10,37,SUP003
STORE002,MED064,Moisturizer 100mg,43,37.34,44.96,2027-01-17,49,SUP001
STORE002,MED065,Salbutamol 50mg,80,62.55,87.17,2026-08-10,64,SUP010
STORE002,MED066,Salbutamol 100mg,20,26.55,35.02,2026-06-24,72,SUP006
STORE002,MED067,Montelukast 50mg,124,27.84,33.6,2027-02-01,60,SUP004
STORE002,MED068,Montelukast 100mg,69,31.22,43.95,2026-11-09,47,SUP001
STORE002,MED069,Theophylline 50mg,125,55.81,72.72,2026-09-12,56,SUP002
STORE002,MED070,Theophylline 100mg,123,59.86,89.35,2026-05-29,41,SUP008
STORE002,MED071,Budesonide 50mg,44,51.3,66.57,2026-08-26,62,SUP005
STORE002,MED072,Budesonide 100mg,49,61.35,90.08,2027-02-08,30,SUP003
STORE002,MED073,Sleeping Pills 50mg,79,13.87,19.17,2027-01-06,72,SUP003
STORE002,MED074,Sleeping Pills 100mg,147,22.62,30.64,2026-05-18,69,SUP002
STORE002,MED075,Antihistamine 50mg,51,16.6,20.44,2027-01-25,39,SUP006
STORE002,MED076,Antihistamine 100mg,33,30.72,44.94,2027-01-24,36,SUP008
STORE002,MED077,Eye Drops 50mg,51,17.13,22.83,2026-09-04,36,SUP008
STORE002,MED078,Eye Drops 100mg,82,16.78,21.01,2026-05-29,53,SUP008
STORE002,MED079,Ear Drops 50mg,75,31.28,37.83,2027-01-27,50,SUP006
STORE002,MED080,Ear Drops 100mg,29,12.89,18.63,2026-08-15,69,SUP001
STORE003,MED001,Paracetamol 50mg,362,7.01,9.67,2026-08-28,255,SUP008
STORE003,MED002,Paracetamol 100mg,406,6.48,9.06,2026-05-10,272,SUP002
STORE003,MED003,Ibuprofen 50mg,788,4.84,6.83,2026-05-18,258,SUP007
STORE003,MED004,Ibuprofen 100mg,514,3.65,4.66,2026-06-30,202,SUP007
STORE003,MED005,Aspirin 50mg,682,7.83,10.99,2026-06-22,274,SUP005
STORE003,MED006,Aspirin 100mg,420,5.99,7.33,2026-05-03,209,SUP002
STORE003,MED007,Diclofenac 50mg,781,3.67,4.87,2026-08-08,229,SUP001
STORE003,MED008,Diclofenac 100mg,482,5.16,6.9,2026-12-21,174,SUP008
STORE003,MED009,Amoxicillin 50mg,82,23.77,35.11,2027-02-07,33,SUP005
STORE003,MED010,Amoxicillin 100mg,91,24.37,36.13,2026-05-08,31,SUP002
STORE003,MED011,Azithromycin 50mg,89,27.07,37.02,2026-04-02,65,SUP010
STORE003,MED012,Azithromycin 100mg,24,28.83,42.58,2026-10-18,30,SUP007
STORE003,MED013,Ciprofloxacin 50mg,110,31.62,44.42,2026-12-15,63,SUP005
STORE003,MED014,Ciprofloxacin 100mg,47,28.56,39.8,2026-09-30,36,SUP001
STORE003,MED015,Cephalexin 50mg,111,27.05,37.76,2027-02-08,31,SUP003
STORE003,MED016,Cephalexin 100mg,25,17.13,21.92,2026-05-09,67,SUP006
STORE003,MED017,Cetirizine 50mg,324,9.44,13.08,2027-01-19,221,SUP007
STORE003,MED018,Cetirizine 100mg,681,12.39,17.81,2026-04-21,254,SUP004
STORE003,MED019,Loratadine 50mg,704,14.38,19.8,2026-06-10,235,SUP003
STORE003,MED020,Loratadine 100mg,694,10.21,14.95,2026-06-09,169,SUP001
STORE003,MED021,Phenylephrine 50mg,602,13.45,17.65,2026-07-18,261,SUP003
STORE003,MED022,Phenylephrine 100mg,489,11.23,14.4,2026-09-07,157,SUP005
STORE003,MED023,Dextromethorphan 50mg,322,16.24,20.63,2027-01-15,200,SUP005
STORE003,MED024,Dextromethorphan 100mg,342,15.4,19.52,2026-07-09,244,SUP006
STORE003,MED025,Vitamin C 50mg,294,14.91,19.82,2026-11-22,209,SUP006
STORE003,MED026,Vitamin C 100mg,244,10.32,14.73,2026-05-02,232,SUP006
STORE003,MED027,Vitamin D 50mg,401,19.87,25.83,2027-02-16,239,SUP009
STORE003,MED028,Vitamin D 100mg,656,13.14,19.18,2026-08-11,225,SUP010
STORE003,MED029,Multivitamin 50mg,664,14.97,21.71,2027-01-04,185,SUP003
STORE003,MED030,Multivitamin 100mg,558,17.5,26.19,2026-09-28,242,SUP004
STORE003,MED031,Calcium 50mg,329,14.89,20.3,2027-01-06,247,SUP007
STORE003,MED032,Calcium 100mg,231,17.8,22.02,2026-09-05,293,SUP002
STORE003,MED033,Metformin 50mg,323,21.5,31.44,2027-02-10,114,SUP006
STORE003,MED034,Metformin 100mg,337,34.26,44.4,2026-09-10,148,SUP009
STORE003,MED035,Glimepiride 50mg,296,43.22,59.39,2026-12-06,139,SUP010
STORE003,MED036,Glimepiride 100mg,282,48.99,61.62,2027-01-15,102,SUP001
STORE003,MED037,Insulin 50mg,334,61.43,76.34,2027-02-03,87,SUP005
STORE003,MED038,Insulin 100mg,196,35.13,44.35,2026-04-10,102,SUP003
STORE003,MED039,Sitagliptin 50mg,375,21.57,28.64,2026-05-07,147,SUP007
STORE003,MED040,Sitagliptin 100mg,220,40.56,58.49,2026-10-31,136,SUP010
STORE003,MED041,Amlodipine 50mg,201,30.97,39.85,2027-01-12,111,SUP001
STORE003,MED042,Amlodipine 100mg,350,18.23,25.25,2026-03-25,80,SUP005
STORE003,MED043,Losartan 50mg,159,24.15,29.8,2027-02-10,147,SUP001
STORE003,MED044,Losartan 100mg,238,50.7,70.8,2027-01-17,122,SUP008
STORE003,MED045,Atenolol 50mg,367,47.43,58.66,2027-01-18,139,SUP010
STORE003,MED046,Atenolol 100mg,169,23.99,28.82,2026-12-01,123,SUP003
STORE003,MED047,Enalapril 50mg,323,30.62,41.4,2026-05-28,146,SUP001
STORE003,MED048,Enalapril 100mg,318,44.69,65.32,2026-06-11,82,SUP005
STORE003,MED049,Omeprazole 50mg,198,14.87,21.55,2026-06-06,97,SUP002
STORE003,MED050,Omeprazole 100mg,241,21.17,31.35,2026-08-15,84,SUP007
STORE003,MED051,Ranitidine 50mg,381,24.94,33.79,2026-07-14,124,SUP003
STORE003,MED052,Ranitidine 100mg,104,10.92,15.98,2026-12-25,128,SUP009
STORE003,MED053,Antacid 50mg,347,24.83,31.13,2026-04-08,108,SUP003
STORE003,MED054,Antacid 100mg,148,15.41,19.65,2026-09-21,122,SUP006
STORE003,MED055,Domperidone 50mg,139,21.23,26.34,2026-04-22,134,SUP008
STORE003,MED056,Domperidone 100mg,191,17.59,22.13,2026-06-06,121,SUP001
STORE003,MED057,Betnovate 50mg,68,18.78,22.68,2026-06-20,61,SUP002
STORE003,MED058,Betnovate 100mg,28,35.42,48.12,2026-10-21,71,SUP010
STORE003,MED059,Clotrimazole 50mg,145,39.89,50.3,2026-12-21,79,SUP003
STORE003,MED060,Clotrimazole 100mg,31,18.66,24.71,2026-10-11,38,SUP004
STORE003,MED061,Hydrocortisone 50mg,133,25.11,31.31,2027-01-10,73,SUP007
STORE003,MED062,Hydrocortisone 100mg,102,36.65,49.74,2026-11-30,48,SUP003
STORE003,MED063,Moisturizer 50mg,89,40.89,52.26,2026-10-12,53,SUP009
STORE003,MED064,Moisturizer 100mg,117,20.9,27.0,2026-11-26,77,SUP009
STORE003,MED065,Salbutamol 50mg,83,31.45,44.08,2026-07-31,68,SUP010
STORE003,MED066,Salbutamol 100mg,36,36.26,46.26,2026-04-20,34,SUP005
STORE003,MED067,Montelukast 50mg,69,45.85,66.69,2026-07-12,79,SUP007
STORE003,MED068,Montelukast 100mg,97,42.18,54.51,2026-07-22,79,SUP010
STORE003,MED069,Theophylline 50mg,23,37.24,48.18,2027-02-04,47,SUP006
STORE003,MED070,Theophylline 100mg,65,31.87,40.29,2026-10-30,74,SUP005
STORE003,MED071,Budesonide 50mg,40,47.26,65.32,2026-11-09,30,SUP004
STORE003,MED072,Budesonide 100mg,21,37.78,45.45,2026-04-10,55,SUP002
STORE003,MED073,Sleeping Pills 50mg,45,11.94,17.54,2027-01-27,51,SUP002
STORE003,MED074,Sleeping Pills 100mg,116,23.0,30.77,2026-05-09,57,SUP009
STORE003,MED075,Antihistamine 50mg,125,14.89,18.46,2026-12-25,34,SUP008
STORE003,MED076,Antihistamine 100mg,52,10.8,13.5,2026-07-04,35,SUP006
STORE003,MED077,Eye Drops 50mg,116,21.49,28.83,2026-05-24,42,SUP003
STORE003,MED078,Eye Drops 100mg,49,10.69,13.43,2026-05-13,62,SUP005
STORE003,MED079,Ear Drops 50mg,95,15.82,20.79,2027-01-05,48,SUP003
STORE003,MED080,Ear Drops 100mg,113,28.85,43.08,2026-05-24,72,SUP007
STORE004,MED001,Paracetamol 50mg,516,7.75,11.29,2026-04-28,150,SUP008
STORE004,MED002,Paracetamol 100mg,283,5.59,6.9,2027-02-09,180,SUP009
STORE004,MED003,Ibuprofen 50mg,307,9.22,11.48,2027-01-24,222,SUP002
STORE004,MED004,Ibuprofen 100mg,767,3.98,5.08,2026-12-30,258,SUP003
STORE004,MED005,Aspirin 50mg,310,7.06,8.54,2026-09-20,201,SUP001
STORE004,MED006,Aspirin 100mg,620,7.3,9.57,2026-09-11,207,SUP004
STORE004,MED007,Diclofenac 50mg,646,5.9,8.05,2027-01-05,247,SUP007
STORE004,MED008,Diclofenac 100mg,355,4.28,5.18,2026-05-04,181,SUP005
STORE004,MED009,Amoxicillin 50mg,61,24.18,32.43,2027-01-29,69,SUP010
STORE004,MED010,Amoxicillin 100mg,131,34.98,49.57,2026-10-09,75,SUP001
STORE004,MED011,Azithromycin 50mg,65,20.0,25.27,2026-05-27,64,SUP003
STORE004,MED012,Azithromycin 100mg,35,32.21,41.94,2026-07-28,47,SUP004
STORE004,MED013,Ciprofloxacin 50mg,28,19.99,24.52,2026-10-01,80,SUP001
STORE004,MED014,Ciprofloxacin 100mg,132,17.71,23.83,2026-09-20,31,SUP005
STORE004,MED015,Cephalexin 50mg,84,30.67,37.57,2026-04-10,47,SUP006
STORE004,MED016,Cephalexin 100mg,64,32.18,41.55,2026-06-03,59,SUP009
STORE004,MED017,Cetirizine 50mg,502,12.24,16.77,2026-12-08,244,SUP006
STORE004,MED018,Cetirizine 100mg,489,15.45,19.59,2026-07-31,297,SUP008
STORE004,MED019,Loratadine 50mg,382,15.23,18.91,2026-11-03,300,SUP010
STORE004,MED020,Loratadine 100mg,569,15.64,19.41,2026-06-02,244,SUP010
STORE004,MED021,Phenylephrine 50mg,468,12.88,16.83,2026-06-11,213,SUP003
STORE004,MED022,Phenylephrine 100mg,535,9.85,11.82,2027-01-10,269,SUP006
STORE004,MED023,Dextromethorphan 50mg,412,7.42,10.54,2026-06-13,225,SUP010
STORE004,MED024,Dextromethorphan 100mg,500,14.3,17.77,2026-03-22,257,SUP003
STORE004,MED025,Vitamin C 50mg,533,13.53,19.85,2027-02-07,213,SUP006
STORE004,MED026,Vitamin C 100mg,366,10.54,12.9,2027-02-19,172,SUP006
STORE004,MED027,Vitamin D 50mg,799,18.88,27.22,2026-09-29,256,SUP008
STORE004,MED028,Vitamin D 100mg,457,13.1,15.98,2026-10-21,251,SUP004
STORE004,MED029,Multivitamin 50mg,711,18.57,23.53,2026-12-07,280,SUP009
STORE004,MED030,Multivitamin 100mg,607,9.16,12.37,2026-05-27,151,SUP003
STORE004,MED031,Calcium 50mg,394,10.57,15.75,2026-08-26,185,SUP003
STORE004,MED032,Calcium 100mg,791,17.79,21.87,2026-11-09,182,SUP005
STORE004,MED033,Metformin 50mg,247,22.26,32.76,2026-12-01,99,SUP003
STORE004,MED034,Metformin 100mg,169,68.75,97.48,2027-01-09,108,SUP001
STORE004,MED035,Glimepiride 50mg,259,66.12,91.13,2026-12-27,92,SUP009
STORE004,MED036,Glimepiride 100mg,148,39.02,55.79,2026-08-18,140,SUP009
STORE004,MED037,Insulin 50mg,148,33.02,43.45,2027-02-18,89,SUP009
STORE004,MED038,Insulin 100mg,271,44.67,55.52,2026-08-13,146,SUP008
STORE004,MED039,Sitagliptin 50mg,188,31.75,43.42,2026-11-12,115,SUP003
STORE004,MED040,Sitagliptin 100mg,114,25.45,32.39,2026-09-21,92,SUP001
STORE004,MED041,Amlodipine 50mg,118,33.33,42.2,2026-12-21,91,SUP007
STORE004,MED042,Amlodipine 100mg,336,42.97,56.33,2026-06-11,149,SUP010
STORE004,MED043,Losartan 50mg,353,35.92,48.61,2026-08-14,125,SUP002
STORE004,MED044,Losartan 100mg,107,19.84,28.32,2026-08-17,137,SUP002
STORE004,MED045,Atenolol 50mg,298,47.23,62.94,2027-02-15,81,SUP004
STORE004,MED046,Atenolol 100mg,245,48.81,62.75,2026-08-25,138,SUP010
STORE004,MED047,Enalapril 50mg,388,43.66,63.83,2027-01-24,125,SUP007
STORE004,MED048,Enalapril 100mg,162,39.7,53.31,2026-11-25,122,SUP006
STORE004,MED049,Omeprazole 50mg,228,20.76,28.3,2026-07-12,82,SUP010
STORE004,MED050,Omeprazole 100mg,149,15.18,19.27,2026-12-18,139,SUP006
STORE004,MED051,Ranitidine 50mg,202,16.28,19.58,2026-06-10,132,SUP008
STORE004,MED052,Ranitidine 100mg,357,26.01,32.65,2026-08-01,104,SUP005
STORE004,MED053,Antacid 50mg,329,10.77,16.04,2026-10-31,112,SUP008
STORE004,MED054,Antacid 100mg,157,26.46,36.6,2026-10-28,150,SUP007
STORE004,MED055,Domperidone 50mg,127,12.18,16.3,2026-09-12,80,SUP008
STORE004,MED056,Domperidone 100mg,354,15.02,21.94,2026-09-06,135,SUP008
STORE004,MED057,Betnovate 50mg,82,37.79,51.58,2026-06-05,78,SUP007
STORE004,MED058,Betnovate 100mg,23,29.04,36.63,2026-04-16,60,SUP005
STORE004,MED059,Clotrimazole 50mg,118,34.87,48.16,2026-10-01,46,SUP001
STORE004,MED060,Clotrimazole 100mg,121,17.03,24.95,2026-05-26,46,SUP003
STORE004,MED061,Hydrocortisone 50mg,49,35.05,46.32,2026-09-17,80,SUP002
STORE004,MED062,Hydrocortisone 100mg,57,34.14,48.44,2026-06-18,57,SUP002
STORE004,MED063,Moisturizer 50mg,111,31.94,42.69,2027-01-16,55,SUP001
STORE004,MED064,Moisturizer 100mg,93,33.97,48.5,2027-02-04,52,SUP003
STORE004,MED065,Salbutamol 50mg,59,37.73,46.47,2027-02-06,31,SUP010
STORE004,MED066,Salbutamol 100mg,95,54.3,74.28,2026-06-30,77,SUP003
STORE004,MED067,Montelukast 50mg,82,51.48,76.61,2026-06-24,73,SUP004
STORE004,MED068,Montelukast 100mg,38,47.85,71.67,2026-06-29,36,SUP010
STORE004,MED069,Theophylline 50mg,64,54.32,76.82,2026-10-21,65,SUP005
STORE004,MED070,Theophylline 100mg,67,60.17,79.96,2026-12-02,34,SUP008
STORE004,MED071,Budesonide 50mg,50,55.21,76.08,2026-11-07,68,SUP009
STORE004,MED072,Budesonide 100mg,30,38.59,48.79,2026-08-01,44,SUP001
STORE004,MED073,Sleeping Pills 50mg,26,14.46,20.62,2027-01-06,70,SUP006
STORE004,MED074,Sleeping Pills 100mg,131,24.0,35.63,2026-04-02,55,SUP006
STORE004,MED075,Antihistamine 50mg,58,18.6,23.84,2027-01-05,61,SUP007
STORE004,MED076,Antihistamine 100mg,32,12.79,17.89,2026-08-24,37,SUP007
STORE004,MED077,Eye Drops 50mg,130,26.75,33.15,2026-04-07,34,SUP008
