date,store_id,sku,product_name,quantity_sold,unit_price,total_amount
2025-02-19,STORE002,MED039,Sitagliptin 50mg,4,95.02,380.08
2025-02-19,STORE005,MED002,Paracetamol 100mg,6,5.87,35.22
2025-02-19,STORE003,MED020,Loratadine 100mg,27,11.61,313.47
2025-02-19,STORE004,MED021,Phenylephrine 50mg,14,10.43,146.02
2025-02-19,STORE002,MED003,Ibuprofen 50mg,8,7.33,58.64
2025-02-19,STORE004,MED023,Dextromethorphan 50mg,22,14.15,311.3
2025-02-19,STORE005,MED022,Phenylephrine 100mg,9,12.47,112.23
2025-02-19,STORE001,MED036,Glimepiride 100mg,7,36.0,252.0
2025-02-19,STORE003,MED035,Glimepiride 50mg,7,46.76,327.32
2025-02-19,STORE001,MED034,Metformin 100mg,2,95.04,190.08
2025-02-19,STORE005,MED033,Metformin 50mg,6,94.29,565.74
2025-02-19,STORE005,MED032,Calcium 100mg,8,13.98,111.84
2025-02-19,STORE001,MED031,Calcium 50mg,23,27.41,630.43
2025-02-19,STORE005,MED037,Insulin 50mg,6,83.61,501.66
2025-02-19,STORE003,MED029,Multivitamin 50mg,15,18.7,280.5
2025-02-19,STORE005,MED028,Vitamin D 100mg,9,25.02,225.18
2025-02-19,STORE005,MED027,Vitamin D 50mg,20,27.22,544.4
2025-02-19,STORE004,MED026,Vitamin C 100mg,13,21.92,284.96
2025-02-19,STORE002,MED025,Vitamin C 50mg,14,25.84,361.76
2025-02-19,STORE004,MED024,Dextromethorphan 100mg,25,9.55,238.75
2025-02-19,STORE003,MED030,Multivitamin 100mg,17,29.44,500.48
2025-02-20,STORE005,MED050,Omeprazole 100mg,9,24.51,220.59
2025-02-20,STORE005,MED049,Omeprazole 50mg,8,38.65,309.2
2025-02-20,STORE004,MED048,Enalapril 100mg,4,28.42,113.68
2025-02-20,STORE002,MED047,Enalapril 50mg,7,28.53,199.71
2025-02-20,STORE004,MED038,Insulin 100mg,11,33.52,368.72
2025-02-20,STORE001,MED046,Atenolol 100mg,8,32.61,260.88
2025-02-20,STORE005,MED042,Amlodipine 100mg,8,49.53,396.24
2025-02-20,STORE005,MED044,Losartan 100mg,6,51.65,309.9
2025-02-20,STORE004,MED043,Losartan 50mg,6,39.26,235.56
2025-02-20,STORE005,MED041,Amlodipine 50mg,10,69.83,698.3
2025-02-20,STORE005,MED040,Sitagliptin 100mg,2,71.68,143.36
2025-02-20,STORE004,MED039,Sitagliptin 50mg,3,39.33,117.99
2025-02-20,STORE004,MED051,Ranitidine 50mg,3,36.34,109.02
2025-02-20,STORE003,MED045,Atenolol 50mg,3,37.9,113.7
2025-02-20,STORE005,MED052,Ranitidine 100mg,12,35.0,420.0
2025-02-20,STORE004,MED069,Theophylline 50mg,1,86.78,86.78
2025-02-20,STORE004,MED054,Antacid 100mg,1,33.1,33.1
2025-02-20,STORE004,MED037,Insulin 50mg,5,45.32,226.6
2025-02-20,STORE002,MED079,Ear Drops 50mg,1,43.23,43.23
2025-02-20,STORE004,MED078,Eye Drops 100mg,3,43.03,129.09
2025-02-20,STORE005,MED077,Eye Drops 50mg,2,42.33,84.66
2025-02-20,STORE004,MED076,Antihistamine 100mg,3,17.05,51.15
2025-02-20,STORE004,MED074,Sleeping Pills 100mg,3,42.89,128.67
2025-02-20,STORE003,MED053,Antacid 50mg,5,25.9,129.5
2025-02-20,STORE003,MED073,Sleeping Pills 50mg,2,12.76,25.52
2025-02-20,STORE003,MED071,Budesonide 50mg,2,81.77,163.54
2025-02-20,STORE002,MED067,Montelukast 50mg,1,88.06,88.06
2025-02-20,STORE003,MED061,Hydrocortisone 50mg,3,28.97,86.91
2025-02-20,STORE001,MED060,Clotrimazole 100mg,2,38.81,77.62
2025-02-20,STORE001,MED056,Domperidone 100mg,9,17.1,153.9
2025-02-20,STORE005,MED055,Domperidone 50mg,12,28.35,340.2
2025-02-20,STORE005,MED072,Budesonide 100mg,2,78.04,156.08
2025-02-20,STORE001,MED036,Glimepiride 100mg,3,92.49,277.47
2025-02-20,STORE005,MED017,Cetirizine 50mg,14,24.36,341.04
2025-02-20,STORE004,MED034,Metformin 100mg,7,59.01,413.07
2025-02-20,STORE004,MED035,Glimepiride 50mg,5,64.61,323.05
2025-02-20,STORE005,MED001,Paracetamol 50mg,13,5.1,66.3
2025-02-20,STORE002,MED002,Paracetamol 100mg,9,10.46,94.14
2025-02-20,STORE002,MED003,Ibuprofen 50mg,15,9.3,139.5
2025-02-20,STORE001,MED004,Ibuprofen 100mg,4,13.99,55.96
2025-02-20,STORE001,MED005,Aspirin 50mg,5,8.54,42.7
2025-02-20,STORE005,MED006,Aspirin 100mg,12,12.49,149.88
2025-02-20,STORE002,MED007,Diclofenac 50mg,10,14.76,147.6
2025-02-20,STORE001,MED008,Diclofenac 100mg,12,6.79,81.48
2025-02-20,STORE003,MED010,Amoxicillin 100mg,4,24.78,99.12
2025-02-20,STORE001,MED011,Azithromycin 50mg,1,45.76,45.76
2025-02-20,STORE004,MED012,Azithromycin 100mg,1,30.49,30.49
2025-02-20,STORE002,MED013,Ciprofloxacin 50mg,5,20.71,103.55
2025-02-20,STORE001,MED014,Ciprofloxacin 100mg,2,49.01,98.02
2025-02-20,STORE004,MED015,Cephalexin 50mg,2,40.39,80.78
2025-02-20,STORE004,MED009,Amoxicillin 50mg,1,44.07,44.07
2025-02-20,STORE002,MED028,Vitamin D 100mg,12,18.6,223.2
2025-02-20,STORE004,MED018,Cetirizine 100mg,9,13.88,124.92
2025-02-20,STORE003,MED032,Calcium 100mg,24,14.49,347.76
2025-02-20,STORE005,MED031,Calcium 50mg,12,16.7,200.4
2025-02-20,STORE002,MED030,Multivitamin 100mg,14,23.18,324.52
2025-02-20,STORE004,MED029,Multivitamin 50mg,16,18.84,301.44
2025-02-20,STORE003,MED027,Vitamin D 50mg,22,18.12,398.64
2025-02-20,STORE002,MED033,Metformin 50mg,6,98.88,593.28
2025-02-20,STORE004,MED026,Vitamin C 100mg,17,23.55,400.35
2025-02-20,STORE003,MED024,Dextromethorphan 100mg,16,16.62,265.92
2025-02-20,STORE003,MED023,Dextromethorphan 50mg,15,18.59,278.85
2025-02-20,STORE002,MED022,Phenylephrine 100mg,15,14.19,212.85
2025-02-20,STORE005,MED021,Phenylephrine 50mg,16,19.68,314.88
2025-02-20,STORE001,MED020,Loratadine 100mg,27,20.05,541.35
2025-02-20,STORE005,MED019,Loratadine 50mg,12,9.97,119.64
2025-02-20,STORE003,MED025,Vitamin C 50mg,15,21.09,316.35
2025-02-21,STORE004,MED049,Omeprazole 50mg,5,18.04,90.2
2025-02-21,STORE002,MED050,Omeprazole 100mg,5,32.74,163.7
2025-02-21,STORE004,MED051,Ranitidine 50mg,4,17.33,69.32
2025-02-21,STORE005,MED039,Sitagliptin 50mg,8,75.61,604.88
2025-02-21,STORE005,MED048,Enalapril 100mg,5,32.21,161.05
2025-02-21,STORE004,MED054,Antacid 100mg,3,21.09,63.27
2025-02-21,STORE003,MED053,Antacid 50mg,2,27.72,55.44
2025-02-21,STORE004,MED047,Enalapril 50mg,4,59.4,237.6
2025-02-21,STORE005,MED040,Sitagliptin 100mg,10,60.51,605.1
2025-02-21,STORE005,MED045,Atenolol 50mg,2,70.37,140.74
2025-02-21,STORE003,MED044,Losartan 100mg,7,38.88,272.16
2025-02-21,STORE004,MED043,Losartan 50mg,2,69.75,139.5
2025-02-21,STORE002,MED042,Amlodipine 100mg,5,43.14,215.7
2025-02-21,STORE004,MED041,Amlodipine 50mg,10,44.14,441.4
2025-02-21,STORE005,MED055,Domperidone 50mg,2,27.71,55.42
2025-02-21,STORE004,MED046,Atenolol 100mg,2,47.73,95.46
2025-02-21,STORE003,MED056,Domperidone 100mg,5,34.32,171.6
2025-02-21,STORE005,MED078,Eye Drops 100mg,1,37.33,37.33
2025-02-21,STORE005,MED058,Betnovate 100mg,1,43.2,43.2
2025-02-21,STORE003,MED038,Insulin 100mg,5,70.34,351.7
2025-02-21,STORE002,MED079,Ear Drops 50mg,1,28.45,28.45
2025-02-21,STORE002,MED077,Eye Drops 50mg,1,16.8,16.8
2025-02-21,STORE002,MED076,Antihistamine 100mg,1,19.77,19.77
2025-02-21,STORE002,MED074,Sleeping Pills 100mg,1,37.76,37.76
2025-02-21,STORE001,MED073,Sleeping Pills 50mg,3,40.41,121.23
2025-02-21,STORE003,MED072,Budesonide 100mg,1,89.86,89.86
2025-02-21,STORE004,MED071,Budesonide 50mg,1,82.98,82.98
2025-02-21,STORE004,MED069,Theophylline 50mg,2,70.74,141.48
2025-02-21,STORE004,MED068,Montelukast 100mg,2,77.98,155.96
2025-02-21,STORE002,MED067,Montelukast 50mg,4,57.55,230.2
2025-02-21,STORE004,MED066,Salbutamol 100mg,3,40.48,121.44
2025-02-21,STORE002,MED064,Moisturizer 100mg,4,39.81,159.24
2025-02-21,STORE004,MED063,Moisturizer 50mg,1,48.21,48.21
2025-02-21,STORE004,MED059,Clotrimazole 50mg,2,41.54,83.08
2025-02-21,STORE005,MED057,Betnovate 50mg,4,30.69,122.76
2025-02-21,STORE005,MED037,Insulin 50mg,9,71.1,639.9
2025-02-21,STORE004,MED052,Ranitidine 100mg,8,38.68,309.44
2025-02-21,STORE001,MED035,Glimepiride 50mg,9,92.26,830.34
2025-02-21,STORE004,MED016,Cephalexin 100mg,2,23.08,46.16
2025-02-21,STORE001,MED015,Cephalexin 50mg,1,36.6,36.6
2025-02-21,STORE003,MED014,Ciprofloxacin 100mg,1,20.42,20.42
2025-02-21,STORE001,MED013,Ciprofloxacin 50mg,4,44.98,179.92
2025-02-21,STORE005,MED012,Azithromycin 100mg,4,49.3,197.2
2025-02-21,STORE002,MED011,Azithromycin 50mg,2,25.75,51.5
2025-02-21,STORE002,MED010,Amoxicillin 100mg,1,29.47,29.47
2025-02-21,STORE004,MED009,Amoxicillin 50mg,2,28.13,56.26
2025-02-21,STORE003,MED008,Diclofenac 100mg,7,9.26,64.82
2025-02-21,STORE003,MED007,Diclofenac 50mg,7,11.64,81.48
2025-02-21,STORE001,MED006,Aspirin 100mg,14,5.93,83.02
2025-02-21,STORE002,MED005,Aspirin 50mg,11,11.91,131.01
2025-02-21,STORE002,MED004,Ibuprofen 100mg,11,5.86,64.46
2025-02-21,STORE005,MED003,Ibuprofen 50mg,10,12.01,120.1
2025-02-21,STORE004,MED001,Paracetamol 50mg,12,8.36,100.32
2025-02-21,STORE004,MED017,Cetirizine 50mg,13,15.49,201.37
2025-02-21,STORE004,MED018,Cetirizine 100mg,15,9.94,149.1
2025-02-21,STORE004,MED002,Paracetamol 100mg,9,7.12,64.08
2025-02-21,STORE005,MED020,Loratadine 100mg,5,24.14,120.7
2025-02-21,STORE003,MED034,Metformin 100mg,8,65.03,520.24
2025-02-21,STORE004,MED033,Metformin 50mg,10,38.7,387.0
2025-02-21,STORE003,MED032,Calcium 100mg,7,21.9,153.3
2025-02-21,STORE003,MED031,Calcium 50mg,19,26.53,504.07
2025-02-21,STORE005,MED019,Loratadine 50mg,12,18.7,224.4
2025-02-21,STORE002,MED029,Multivitamin 50mg,20,28.48,569.6
2025-02-21,STORE003,MED028,Vitamin D 100mg,10,24.14,241.4
2025-02-21,STORE002,MED030,Multivitamin 100mg,22,18.5,407.0
2025-02-21,STORE002,MED026,Vitamin C 100mg,19,13.48,256.12
2025-02-21,STORE002,MED025,Vitamin C 50mg,18,22.51,405.18
2025-02-21,STORE005,MED024,Dextromethorphan 100mg,24,9.02,216.48
2025-02-21,STORE003,MED023,Dextromethorphan 50mg,18,22.62,407.16
2025-02-21,STORE002,MED022,Phenylephrine 100mg,23,21.19,487.37
2025-02-21,STORE001,MED036,Glimepiride 100mg,4,36.39,145.56
2025-02-21,STORE005,MED021,Phenylephrine 50mg,8,21.0,168.0
2025-02-21,STORE004,MED027,Vitamin D 50mg,20,23.79,475.8
2025-02-22,STORE005,MED050,Omeprazole 100mg,5,30.14,150.7
2025-02-22,STORE003,MED049,Omeprazole 50mg,2,24.52,49.04
2025-02-22,STORE001,MED048,Enalapril 100mg,4,31.94,127.76
2025-02-22,STORE004,MED047,Enalapril 50mg,2,29.04,58.08
2025-02-22,STORE004,MED046,Atenolol 100mg,3,71.6,214.8
2025-02-22,STORE005,MED045,Atenolol 50mg,8,41.59,332.72
2025-02-22,STORE002,MED038,Insulin 100mg,9,85.21,766.89
2025-02-22,STORE004,MED043,Losartan 50mg,5,49.66,248.3
2025-02-22,STORE002,MED042,Amlodipine 100mg,3,65.79,197.37
2025-02-22,STORE002,MED041,Amlodipine 50mg,2,57.39,114.78
2025-02-22,STORE001,MED040,Sitagliptin 100mg,3,76.27,228.81
2025-02-22,STORE002,MED039,Sitagliptin 50mg,9,99.13,892.17
2025-02-22,STORE005,MED051,Ranitidine 50mg,3,33.02,99.06
2025-02-22,STORE004,MED044,Losartan 100mg,3,52.71,158.13
2025-02-22,STORE002,MED052,Ranitidine 100mg,3,25.35,76.05
2025-02-22,STORE003,MED066,Salbutamol 100mg,1,54.31,54.31
2025-02-22,STORE002,MED054,Antacid 100mg,4,32.17,128.68
2025-02-22,STORE005,MED037,Insulin 50mg,4,45.12,180.48
2025-02-22,STORE001,MED075,Antihistamine 50mg,1,18.82,18.82
2025-02-22,STORE005,MED073,Sleeping Pills 50mg,1,14.55,14.55
2025-02-22,STORE004,MED072,Budesonide 100mg,2,61.71,123.42
2025-02-22,STORE005,MED071,Budesonide 50mg,2,37.74,75.48
2025-02-22,STORE005,MED070,Theophylline 100mg,1,67.79,67.79
2025-02-22,STORE001,MED053,Antacid 50mg,7,22.81,159.67
2025-02-22,STORE001,MED068,Montelukast 100mg,1,76.04,76.04
2025-02-22,STORE003,MED065,Salbutamol 50mg,1,36.59,36.59
2025-02-22,STORE005,MED064,Moisturizer 100mg,2,44.54,89.08
2025-02-22,STORE001,MED060,Clotrimazole 100mg,2,43.12,86.24
2025-02-22,STORE003,MED057,Betnovate 50mg,5,46.8,234.0
2025-02-22,STORE002,MED056,Domperidone 100mg,5,28.91,144.55
2025-02-22,STORE001,MED055,Domperidone 50mg,3,17.33,51.99
2025-02-22,STORE004,MED067,Montelukast 50mg,1,38.83,38.83
2025-02-22,STORE005,MED036,Glimepiride 100mg,2,44.36,88.72
2025-02-22,STORE002,MED076,Antihistamine 100mg,3,22.06,66.18
2025-02-22,STORE004,MED034,Metformin 100mg,6,36.42,218.52
2025-02-22,STORE001,MED035,Glimepiride 50mg,2,33.54,67.08
2025-02-22,STORE005,MED001,Paracetamol 50mg,11,6.58,72.38
2025-02-22,STORE005,MED002,Paracetamol 100mg,6,7.99,47.94
2025-02-22,STORE004,MED003,Ibuprofen 50mg,9,13.45,121.05
2025-02-22,STORE004,MED004,Ibuprofen 100mg,7,6.07,42.49
2025-02-22,STORE003,MED005,Aspirin 50mg,7,14.93,104.51
2025-02-22,STORE004,MED006,Aspirin 100mg,9,7.74,69.66
2025-02-22,STORE001,MED007,Diclofenac 50mg,7,14.11,98.77
2025-02-22,STORE003,MED008,Diclofenac 100mg,13,12.76,165.88
2025-02-22,STORE002,MED010,Amoxicillin 100mg,2,38.85,77.7
2025-02-22,STORE003,MED011,Azithromycin 50mg,5,43.66,218.3
2025-02-22,STORE002,MED012,Azithromycin 100mg,2,22.7,45.4
2025-02-22,STORE002,MED013,Ciprofloxacin 50mg,1,26.02,26.02
2025-02-22,STORE003,MED014,Ciprofloxacin 100mg,1,35.93,35.93
2025-02-22,STORE001,MED017,Cetirizine 50mg,16,15.96,255.36
2025-02-22,STORE002,MED009,Amoxicillin 50mg,1,39.1,39.1
2025-02-22,STORE005,MED019,Loratadine 50mg,19,14.22,270.18
2025-02-22,STORE002,MED018,Cetirizine 100mg,10,22.62,226.2
2025-02-22,STORE005,MED032,Calcium 100mg,9,28.03,252.27
2025-02-22,STORE002,MED031,Calcium 50mg,10,27.11,271.1
2025-02-22,STORE003,MED030,Multivitamin 100mg,13,10.65,138.45
2025-02-22,STORE004,MED029,Multivitamin 50mg,14,23.1,323.4
2025-02-22,STORE005,MED028,Vitamin D 100mg,13,18.38,238.94
2025-02-22,STORE004,MED027,Vitamin D 50mg,7,17.42,121.94
2025-02-22,STORE003,MED033,Metformin 50mg,3,43.29,129.87
2025-02-22,STORE002,MED025,Vitamin C 50mg,6,10.91,65.46
2025-02-22,STORE004,MED024,Dextromethorphan 100mg,12,23.46,281.52
2025-02-22,STORE005,MED023,Dextromethorphan 50mg,15,13.58,203.7
2025-02-22,STORE001,MED022,Phenylephrine 100mg,14,19.47,272.58
2025-02-22,STORE003,MED021,Phenylephrine 50mg,14,17.94,251.16
2025-02-22,STORE005,MED020,Loratadine 100mg,19,10.1,191.9
2025-02-22,STORE001,MED026,Vitamin C 100mg,5,11.94,59.7
2025-02-23,STORE004,MED051,Ranitidine 50mg,7,16.33,114.31
2025-02-23,STORE002,MED050,Omeprazole 100mg,6,35.42,212.52
2025-02-23,STORE005,MED049,Omeprazole 50mg,6,18.68,112.08
2025-02-23,STORE001,MED048,Enalapril 100mg,2,40.68,81.36
2025-02-23,STORE003,MED047,Enalapril 50mg,2,55.5,111.0
2025-02-23,STORE002,MED046,Atenolol 100mg,5,73.02,365.1
2025-02-23,STORE005,MED042,Amlodipine 100mg,4,38.15,152.6
2025-02-23,STORE004,MED044,Losartan 100mg,4,67.32,269.28
2025-02-23,STORE002,MED043,Losartan 50mg,3,45.23,135.69
2025-02-23,STORE005,MED041,Amlodipine 50mg,6,40.67,244.02
2025-02-23,STORE004,MED040,Sitagliptin 100mg,3,55.5,166.5
2025-02-23,STORE005,MED039,Sitagliptin 50mg,4,86.63,346.52
2025-02-23,STORE001,MED052,Ranitidine 100mg,4,24.37,97.48
2025-02-23,STORE004,MED045,Atenolol 50mg,5,78.14,390.7
2025-02-23,STORE003,MED053,Antacid 50mg,2,34.78,69.56
2025-02-23,STORE005,MED079,Ear Drops 50mg,1,20.67,20.67
2025-02-23,STORE001,MED056,Domperidone 100mg,4,15.48,61.92
2025-02-23,STORE003,MED078,Eye Drops 100mg,2,48.95,97.9
2025-02-23,STORE003,MED076,Antihistamine 100mg,4,20.93,83.72
2025-02-23,STORE002,MED075,Antihistamine 50mg,1,21.44,21.44
2025-02-23,STORE001,MED073,Sleeping Pills 50mg,2,22.62,45.24
2025-02-23,STORE004,MED072,Budesonide 100mg,2,37.03,74.06
2025-02-23,STORE004,MED071,Budesonide 50mg,1,69.75,69.75
2025-02-23,STORE004,MED054,Antacid 100mg,3,32.4,97.2
2025-02-23,STORE003,MED069,Theophylline 50mg,1,42.34,42.34
2025-02-23,STORE005,MED064,Moisturizer 100mg,2,41.76,83.52
2025-02-23,STORE003,MED062,Hydrocortisone 100mg,1,29.62,29.62
2025-02-23,STORE002,MED061,Hydrocortisone 50mg,1,48.74,48.74
2025-02-23,STORE005,MED059,Clotrimazole 50mg,1,38.28,38.28
2025-02-23,STORE003,MED058,Betnovate 100mg,1,24.87,24.87
2025-02-23,STORE005,MED057,Betnovate 50mg,1,41.11,41.11
2025-02-23,STORE003,MED067,Montelukast 50mg,1,78.37,78.37
2025-02-23,STORE001,MED037,Insulin 50mg,5,76.34,381.7
2025-02-23,STORE005,MED038,Insulin 100mg,3,56.37,169.11
2025-02-23,STORE004,MED034,Metformin 100mg,7,43.44,304.08
2025-02-23,STORE003,MED035,Glimepiride 50mg,8,89.11,712.88
2025-02-23,STORE001,MED001,Paracetamol 50mg,2,9.36,18.72
2025-02-23,STORE003,MED002,Paracetamol 100mg,7,10.76,75.32
2025-02-23,STORE004,MED003,Ibuprofen 50mg,8,7.9,63.2
2025-02-23,STORE002,MED004,Ibuprofen 100mg,11,13.01,143.11
2025-02-23,STORE003,MED005,Aspirin 50mg,6,5.88,35.28
2025-02-23,STORE005,MED006,Aspirin 100mg,12,9.0,108.0
2025-02-23,STORE003,MED007,Diclofenac 50mg,4,7.22,28.88
2025-02-23,STORE002,MED010,Amoxicillin 100mg,2,27.09,54.18
2025-02-23,STORE005,MED011,Azithromycin 50mg,1,24.59,24.59
2025-02-23,STORE004,MED012,Azithromycin 100mg,1,33.92,33.92
2025-02-23,STORE005,MED013,Ciprofloxacin 50mg,2,39.29,78.58
2025-02-23,STORE003,MED014,Ciprofloxacin 100mg,2,24.53,49.06
2025-02-23,STORE003,MED015,Cephalexin 50mg,1,43.89,43.89
2025-02-23,STORE003,MED017,Cetirizine 50mg,16,22.14,354.24
2025-02-23,STORE001,MED008,Diclofenac 100mg,13,10.31,134.03
2025-02-23,STORE005,MED019,Loratadine 50mg,22,24.22,532.84
2025-02-23,STORE001,MED033,Metformin 50mg,6,55.38,332.28
2025-02-23,STORE001,MED018,Cetirizine 100mg,10,18.46,184.6
2025-02-23,STORE005,MED032,Calcium 100mg,14,11.87,166.18
2025-02-23,STORE005,MED031,Calcium 50mg,18,17.53,315.54
2025-02-23,STORE004,MED030,Multivitamin 100mg,15,12.58,188.7
2025-02-23,STORE005,MED028,Vitamin D 100mg,12,27.47,329.64
2025-02-23,STORE003,MED027,Vitamin D 50mg,6,15.04,90.24
2025-02-23,STORE002,MED029,Multivitamin 50mg,6,28.33,169.98
2025-02-23,STORE004,MED025,Vitamin C 50mg,8,18.18,145.44
2025-02-23,STORE005,MED024,Dextromethorphan 100mg,14,18.37,257.18
2025-02-23,STORE001,MED023,Dextromethorphan 50mg,6,12.21,73.26
2025-02-23,STORE003,MED022,Phenylephrine 100mg,10,24.7,247.0
2025-02-23,STORE002,MED021,Phenylephrine 50mg,7,24.28,169.96
2025-02-23,STORE005,MED020,Loratadine 100mg,11,19.08,209.88
2025-02-23,STORE003,MED026,Vitamin C 100mg,8,11.32,90.56
2025-02-24,STORE005,MED054,Antacid 100mg,5,21.99,109.95
2025-02-24,STORE003,MED049,Omeprazole 50mg,11,16.22,178.42
2025-02-24,STORE003,MED053,Antacid 50mg,4,28.83,115.32
2025-02-24,STORE003,MED052,Ranitidine 100mg,6,16.13,96.78
2025-02-24,STORE002,MED051,Ranitidine 50mg,2,37.06,74.12
2025-02-24,STORE004,MED050,Omeprazole 100mg,7,22.14,154.98
2025-02-24,STORE004,MED048,Enalapril 100mg,6,52.8,316.8
2025-02-24,STORE003,MED041,Amlodipine 50mg,1,78.65,78.65
2025-02-24,STORE002,MED046,Atenolol 100mg,6,66.97,401.82
2025-02-24,STORE002,MED045,Atenolol 50mg,5,69.74,348.7
2025-02-24,STORE004,MED044,Losartan 100mg,3,72.53,217.59
2025-02-24,STORE004,MED043,Losartan 50mg,4,38.64,154.56
2025-02-24,STORE005,MED042,Amlodipine 100mg,4,30.84,123.36
2025-02-24,STORE001,MED055,Domperidone 50mg,5,18.22,91.1
2025-02-24,STORE004,MED047,Enalapril 50mg,9,73.35,660.15
2025-02-24,STORE003,MED056,Domperidone 100mg,4,28.95,115.8
2025-02-24,STORE003,MED080,Ear Drops 100mg,2,21.51,43.02
2025-02-24,STORE002,MED058,Betnovate 100mg,2,48.54,97.08
2025-02-24,STORE002,MED040,Sitagliptin 100mg,2,51.88,103.76
2025-02-24,STORE004,MED079,Ear Drops 50mg,3,22.68,68.04
2025-02-24,STORE003,MED078,Eye Drops 100mg,4,40.85,163.4
2025-02-24,STORE003,MED076,Antihistamine 100mg,2,34.4,68.8
2025-02-24,STORE002,MED074,Sleeping Pills 100mg,4,28.39,113.56
2025-02-24,STORE004,MED071,Budesonide 50mg,2,83.0,166.0
2025-02-24,STORE004,MED070,Theophylline 100mg,2,72.98,145.96
2025-02-24,STORE001,MED069,Theophylline 50mg,3,45.49,136.47
2025-02-24,STORE004,MED068,Montelukast 100mg,3,43.13,129.39
2025-02-24,STORE002,MED067,Montelukast 50mg,3,63.83,191.49
2025-02-24,STORE005,MED066,Salbutamol 100mg,1,66.77,66.77
2025-02-24,STORE005,MED064,Moisturizer 100mg,3,32.31,96.93
2025-02-24,STORE004,MED062,Hydrocortisone 100mg,2,48.35,96.7
2025-02-24,STORE003,MED061,Hydrocortisone 50mg,1,43.75,43.75
2025-02-24,STORE005,MED060,Clotrimazole 100mg,1,32.74,32.74
